doc_i,doc_j,exact_jaccard,review_i,review_j
26508,74217,0.9726027397260274,"This novela called ""The pearl"" by ""john Steinbeck"" is a story that talks about corruption,greed and ambition. This story take places in Baja California, Mexico in a little town called La Paz. This is ironic because it means peace and they don't have peace. The towns people just want money. Kino is a selfish man who found the ""Pearl of the World""and with this pearl he wanted to realize their dreams. But, his wife Juana wanted to throw away the pearl because she felt insecurity.Will kino sell the pearl? I recomend this book because it is a story about greed and you can see the problems of a poor family. I give to this book five stars because is interesting and I'm sure that if you read this book you can learn a lot of things about life.","This novela called ""The pearl"" by ""john Steinbeck"" is a story that talks about corruption, greed and ambition. This story take place in Baja California, Mexico in a little town called La Paz. This is ironic because it means peace and they don't have peace. The towns people just want money. Kino is a selfish man who found the ""Pearl of the World""and with this pearl he wanted to realize their dreams. But, his wife Juana wanted to throw away the pearl because she felt insecurity.Will kino sell the pearl? I recomend this book because it is a story about greed and you can see the problems of a poor family. I give to this book five stars because is interesting and I'm sure that if you read this book you can learn a lot of things about life."
76477,111847,0.9698630136986301,"But Asimov is one of the greatest science-fiction authors to have every lived. His massive work adding itself to works by other such sci-fi masters: ""Childhood's End"", ""Rendezvous with Rama"", ""Stranger in a Strange Land"" as well as the more modern cyberpunk works like ""Neuromancer"", ""Mona Lisa Overdrive"", ""Snow Crash"", ""Prey"", and ""Darkeye: Cyber Hunter"". All are must-reads for any hardcore science-fiction and cyberpunk collector.","But Asimov is one of the greatest science-fiction authors to have every lived. His massive work adding itself to works by other such sci-fi masters: ""Childhood's End"", ""Rendezvous with Rama"", ""Stranger in a Strange Land"" as well as the more modern cyberpunk works like ""Neuromancer"", ""Mona Lisa Overdrive"", ""Snow Crash"", ""Prey"", and ""Cyber Hunter"". All are must-reads for any hardcore science-fiction and cyberpunk collector."
35605,105557,0.969187675070028,"Ever wonder whether you were the hero of your life or just a minor character in someone else's?Stoppard explores this premise brilliantly in this revisiting of Shakespeare's Hamlet, this time seen through the eyes of two bit-players in that great drama: Rosencrantz & Guildenstern, hapless drifters caught in a whirl of fate and trying to figure out their place in the universe.With dialogue that cracks like a whip and a truly dizzying plot, we follow these two curious men attempt to make sense of the strange dramatic world into which they've been thrust. As this play weaves into & back out of Shakespeare's original, we are treated to a dazzling display of slapstick existentialism.Stoppard has created a contemporary classic that is every bit as entertaining as it is disturbing","Ever wonder whether you were the hero of your life or just a minor character in someone else's?Stoppard explores this question brilliantly in this revisiting of Shakespeare's Hamlet, this time seen through the eyes of two bit-players in that great drama: Rosencrantz & Guildenstern, hapless drifters caught in a whirl of fate and trying to figure out their place in the universe.With dialogue that cracks like a whip and a truly dizzying plot, we follow these two curious men attempt to make sense of the strange dramatic world into which they've been thrust. As this play weaves into & back out of Shakespeare's original, we are treated to a dazzling display of slapstick existentialism.Stoppard has created a contemporary classic that is every bit as entertaining as it is disturbing"
20659,78230,0.9672977624784854,"This book is incredible! I have read it over and over again but never tire of it.Everyone who reads this book sees something different and new in it. I have recommended it to everyone I know and still are not content with doind all I can to make everyone read this book. This book is about good and evil and the difference between them, JRR Tolkien really has written a masterpiece and brings the characters to life-you cry, shout, fight, and feel warmth and happiness with them. Kids may find it a little confusing-but it gets you thinking about everything from the book to your life. This book is the best I've read and it stays with you and in your mind forever! I also recommend The Hobbit and The Simillarion.","This book is incredible! I have read it over and over again but never tire of it.Everyone who reads this book sees something different and new in it. I have recommended it to everyone I know and still are not content with doind all I can to make everyone read this book. This book is about good and evil and the difference between them, JRR Tolkien really has written a masterpiece and brings the characters to life-you cry, shout, fight, and feel warmth and happiness with them. Kids may find it a little confusing-but it gets you thinking about everything from the book to your life. This book is the best I've read and it stays with you and in your mind forever! I also recommend The Hobbit and The Silmarillion."
18036,34154,0.9666238767650834,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Signet edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
66121,85996,0.966542750929368,"I,ve read all 8 books and Im waiting for the next one they are taking too long. I've never read so many books so fast, didnt get much sleep, but I would finish them overnight and ran and bought the rest of the ones I needed. At this time I'm now reading the Bible and I love it and will not stop reading it. I was a very catholic person, but now after Left Behind I have converted.I'm also reading a amazing book called Once a Catholic, is incredible. I thank both Mr. LaHaye and Mr. Jenkins for opening my eyes. And I think your grammar is excellent! Please hurry and finish the next book, I'm waiting. You guys are my HEROES!!!!!","I,ve read all 8 books and Im waiting for the next one they are taking too long. I've never read so many books so fast, didnt get much sleep, but I would finish them overnight and ran and bought the rest of the ones I needed. At this time I'm now reading the Bible and I love it and will not stop reading it. I was a very catholic person, but now after Left Behind I have converted.I'm also reading a amazing book called Once a Catholic, is incredible. I thank both Mr. LaHaye and Mr. Jenkins for opening my eyes. And I think your grammar is excellent! Please harry anb finish the next book, I'm waiting. You guys are my HEROES!!!!!"
34154,51529,0.9619289340101523,"What ""improvements"" have been made for the Signet edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Bantam edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins (4:50 FROM PADDINGTON) and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
15959,18036,0.960559796437659,"What ""improvements"" have been made for the ""Masterpiece"" edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
4468,46144,0.9591527987897126,"An adorable book that may seem long at times.The story is about a family with four daughters,Meg,Jo,Beth and Amy. The book opens when the father is away at war. It is Christmas time and the girls and their mother, whom they call Marmee, haven't much to live on but love. This book is a recounting of their lives, until three of them get married and have babies of their own.The book ends with them all attending a birthday party, and eachrealizing that they couldn't be happier for they all have whatthey always dreamed of.As I said before, this book is overlong at places. Iprefer to watch my soap operas on tv. And some of the words were British, and I never did find out what they meant. Other than those faults, it was a grand book, and I give it a rating of 3.5 stars:)","An adorable book that may seem long at times.The story is about a family with four daughters,Meg,Jo,Beth and Amy. The book opens when the father is away at war. It is Christmas time and the girls and their mother, whom they call Marmee, haven't much to live on but love. This book is a diaryof their lives, until three of them get married and have babiesof their own.The book ends with them all attending a birthday party, and eachrealizing that they couldn't be happier for they all have whatthey always dreamed of.As I said before, this book is overlong at places. Iprefer to watch my soap operas on tv. And some of the words were British, and I never did find out what they meant. Other than those faults, it was a grand book, and I give it a rating of 3.5 stars:)"
32646,32776,0.9578651685393258,"This is a review for not the novel itself but the various Franklin Library editions available.The Franklin Library issued a number of different editions of the Scarlet Letter. Some of them are leather bound collector's items and others faux-leather bound. However, Amazon Marketplace vendors are cross-listing indiscriminately. How to tell them apart?Franklin Library - The 100 Greatest Masterpieces of American Literature, a limited edition collection, 1976: Leather binding (deep blood-red with gold detailing in the form of nested rectangular wreaths [...]. Rounded spine with 4 raised bands. Copper brown moire endpaper and matching silk/satin ribbon marker. Illustration by Bernard Fuchs.Franklin Library - 1979: FAUX leather binding (bright scarlet red with gold detailing in the form of 7 diamond shapes within a fringed rectangular border [...]. Flattened spine with 3 raised bands. Brown patterned endpaper. No ribbon marker. Illustration by Chris Duke.Hope this helps.","This is a review for not the novel itself but the various Franklin Library editions available.The Franklin Library issued a number of different editions of the Scarlet Letter. Some of them are leather bound collector's items and others faux-leather bound. However, Amazon Marketplace vendors are cross-listing indiscriminately. How to tell them apart?Franklin Library - The 100 Greatest Masterpieces of American Literature, a limited edition collection, 1976: Leather binding (deep blood-red with gold detailing in the form of nested rectangular wreaths (see image here -[...]). Rounded spine with 4 raised bands. Copper brown moire endpaper and matching silk/satin ribbon marker. Illustration by Bernard Fuchs.Franklin Library - 1979: FAUX leather binding (bright scarlet red with gold detailing in the form of 7 diamond shapes within a fringed rectangular border (see image here - [...]). Flattened spine with 3 raised bands. Brown patterned endpaper. No ribbon marker. Illustration by Chris Duke.Hope this helps."
22853,60546,0.9565217391304348,Point of Origin has got to be the BEST Patricia Cornwell book Ihave read to date. It was fast-moving with twists and turns that kept me thinking from the first to the last page. Get this book....you won't be disappointed!,Point of Origin has got to be the BEST Patricia Cornwell book I have read to date. It was fast-moving with twists and turns that kept me thinking from the first to the last page. Get this book....you won't be disappointed!
31201,39639,0.9556103575832305,"Moby Dick is a tough book. I will not for a minute pretend that I understood much of what lay below the surface of this story, because I was reading it for pleasure and did not bother to give it the time necessary to truly appreciate Melville's genius. On the other hand, even giving it only half my attention, the book was still entertaining. Ahab's obsession, the action on the high sea, and the battle with whales were all intriguing and griping. I also learned a tremendous amount about the whaling industry and life on the sea in the 19th century. There is tremendous depth to this book, but even if you only scratch the surface it is worth the time and effort to do so once. I wouldn't recommend this book to someone who does not like 18th century literature (it can be extremely wordy and dull at times), but for anyone who has an interest in maritime novels, Melville, or is just curious why there is so much talk about Moby Dick, I would advise you to give it a chance.","Moby Dick is a tough book. I will not for a minute pretend that I understood much of what lay below the surface of this story,because I was reading it for pleasure and did not bother to give it the time necessary to truly appreciate Melville's genius. Onthe other hand, even giving it only half my attention, the book was still entertaining. Ahab's obsession, the action on the high sea, and the battle with whales were all intriguing and griping. I also learned a tremendous amount about the whaling industry and lifeon the sea in the 19th century. There is tremendous depth to this book, but even if you only scratch the surface it is worth the time and effort to do so once. I wouldn't recommend this book to someone who does not like 18th century literature (it can beextremely wordy and dull at times), but for anyone who has an interest in maritime novels, Melville, or is just curious why thereis so much talk about Moby Dick, I would advise you to give it a chance."
28782,99756,0.9538615847542627,"He was a baseball legend. Now he begs for one more chance at the big leagues. The Yankees sign Clu Haid to a contract on the stipulation that he is clean. However, after testing positive for heroin, the great pitcher swears he is not a user. Before he could prove his claim, someone murders Clu. All the evidence points towards Esperanza Diaz as being the prime suspect.After his partner is arrested for the crime, sports agent Myron Bolitar begins his own investigation. However, to his chagrin, the information he gathers proves that the second most likely suspect after Esperanza turns out to be Myron himself. With the help of his buddy, Win Lockwood, Myron continues to make inquires that take him into some of the darkest places in town.THE FINAL DETAIL demonstrates why Harlan Coben is an Edgar award winning novelist. The story line is filled with a dazzling who-done-it which twists and turns until reaching a satisfying conclusion. Myron and his cohorts remain outstanding characters who can make a reader laugh and cry in the same paragraph. Mr. Coben pitches perfect novel with this big league tale.Harriet Klausner","He was a baseball legend. Now he begs for one more chance at the big leagues. The Yankees sign Clu Haid to a contract on the stipulation that he is clean. However, after testing positive for heroin, the great pitcher swears he is not a user. Before he could prove his claim, someone murders Clu. All the evidence points towards Esperanza Diaz as being the prime suspect.After his partner is arrested for the crime, sports agent Marty Bolitar begins his own investigation. However, to his chagrin, the information he gathers proves that the second most likely suspect after Esperanza turns out to be Marty himself. With the help of his buddy, Win Lockwood, Marty continues to make inquires that take him into some of the darkest places in town.THE FINAL DETAIL demonstrates why Harlan Coben is an Edgar award winning novelist. The story line is filled with a dazzling who-done-it which twists and turns until reaching a satisfying conclusion. Marty and his cohorts remain outstanding characters who can make a reader laugh and cry in the same paragraph. Mr. Coben pitches perfect novel with this big league tale.Harriet Klausner"
56797,105718,0.9536516853932584,"This book has been required reading in High Schools for years. My experience is that school actually demotivates people from wanting to read. How many of us can relate with the feelings of never wanting to read another book after high school. When grades are the motivation to read, people search for the cliff notes and or look for reviews in Encyclopedias. In my High School English class, grades were given on the basis of how many books one read. If you read 8-10 you received an A. The problem was that after knowing one was going to get an A, all reading stopped. Reading is supposed to be done for the joy of it. I hear the word boring used a great deal when reviewing a book. I know so many kids who end up hating reading because they received a poor grade. The classics including To Kill a Mockingbird are challenging books. I would never use boring as an adjective to describe a book however.","This book has been required reading in High Schools for years. My experience is that school actually demotivates people from wanting to read. How many of us can relate with the feelings of never wanting to read another book after high school. When grades are the motivation to read, people search for the cliff notes and or look for reviews in Encyclopedias. In my High School English class, grades were given on the basis of how many books one read. If you read 8-10 you received an A. The problem was that after knowing one was going to get an A, all reading stopped. Reading is supposed to be done for the joy of it. I hear the word boring used a great deal when reviewing a book. I know so many kids who end up hating reading because they received a poor grade. The classics are challenging books. I would never use boring as an adjective to describe a book however."
275,94920,0.9513381995133819,"""Indigo Dreams"", created by Lori Lite of Stress Free Kids, is a special CD for children 4-9. It is beautifully done, with a direct approach to the child who is having trouble unwinding at night. So many materials in this area become sweet, almost sickly sweet, but ""Indigo Dreams"" is warm, charming, and really loving, while presenting the techniques in an intriguing and creative way. There are four selections on this CD, in addition to the complete sound track. The first is also called ""Indigo Dreams"" and is a series of affirmations, accompanied by gentle music. It is especially appropriate for younger children. ""Boy and a Bear"" deals with easy breathing, ""Boy and a Turtle"" uses colors, and ""The Goodnight Caterpillar"" considers Stress and Release, and Progressive Relaxation. Here, the child is used as a teacher, which can be a very positive experience for some children. This CD gets my highest recommendation.Lise Liepmann, MA, MEd, School Psychologist and Play Therapist","""Indigo Dreams"" by Lori Lite of Stress Free Kids, is a special CD for children 4-9 who are having trouble unwinding at night. It is beautifully done, with a direct approach to the child. So many materials in this area become sweet, almost sickly sweet, but Indigo Dreams is warm, charming, and really loving, while presenting the techniques in an intriguing and creative way. There are four selections on this CD, in addition to the complete sound track. The first is also called ""Indigo Dreams"" and is a series of affirmations, accompanied by gentle music. It is especially appropriate for younger children. ""Boy and a Bear"" deals with easy breathing, ""Boy and a Turtle"" uses colors, and ""The Goodnight Caterpillar"" considers Stress and Release, and Progressive Relaxation. Here, the child is used as a teacher, which can be a very positive experience for some children. This CD gets my highest recommendation.Lise Liepmann, MA, MEd, School Psychologist and Play Therapist"
19067,77591,0.9478458049886621,"Bilbo Baggins the hobbit was just about to have his tea one Wednesday when his doorbell suddenly rang. He instantly remembered that Gandalf the wizard was going to have tea with him that day. To his great surprise, thirteen dwarves in addition to Gandalf ended up at his table that afternoon. Thorin and Co., as the dwarves called themselves, were in need of a fourteenth member of their group to assist them on their quest to get back gold and other riches the dragon Smaug had stolen from them. Bilbo obliged and accompanied the band of dwarves on their rescue mission. On many occasions during his journey, Bilbo wished that he were back home, but once his duty was complete, Bilbo never regretted going with the dwarves.With an unexpected ending and great descriptions, I would undoubtedly recommend this book. Despite a slow and boring beginning, I thoroughly enjoyed reading The Hobbit. I really liked how this plot was so unpredictable. Thorin and Co.'s journey took so many enexpected turns that it kept me on my toes and really into the book.","Bilbo Baggins the hobbit was just about to have his tea one Wednesday when suddenly his doorbell rang. He instantly remembered that Gandalf the wizard was going to have tea with him. To his great surprize, thirteen dwarves in addition to Gandalf ended up at his table that afternoon. Thorin and Co., as the dwarves called themselves, were in need of a fourteenth member of their group to assist them on their quest to get back gold and other riches the dragon Smaug had stolen from them. Bilbo obliged and accompanied the band of dwarves on their rescue mission. On many occasions during his journey, Bilbo wished that he were back home, but once his duty was complete, Bilbo never regretted going with the dwarves.With an unexpected ending and great descriptions, I would undoubtedly recommend this book. Despite a slow and boring beginning, I thoroughly enjoyed reading The Hobbit. I really liked how this plot was so unpredictable. Thorin and Co.'s journey took so many enexpected turnes that it kept me on my toes and really into the book."
58307,86844,0.9475890985324947,"I hear the word boring used quite often these days. We have more and more things to entertain us, yet feel more bored than ever. As I looked over some of the reviews of the classic books including this one, I noticed how often the word boring was used when describing a book. I guess in today's fast paced world if a book doesn't come with large speakers, a big screen and a joy stick it is boring. We aren't sheep, and are entilted to our own opinion, but when I hear the word boring being used to describe anything, it intrigues me and makes me want to see who used it.","I hear the word boring used quite often these days. We have more and more things to entertain us, yet feel more bored than ever. As I looked over some of the reviews of the classic books including this one, I noticed how often the word boring was used when describing a book. I guess in today's fast paced world if a book doesn't come with large speakers, a big screen and a joy stick it is boring. We aren't sheep, and are entilted to our own opinion, but when I hear the word boring being used, it intrigues me and makes me want to see who used the overused word."
18036,51529,0.947103274559194,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Bantam edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins (4:50 FROM PADDINGTON) and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
15959,51529,0.9461827284105131,"What ""improvements"" have been made for the ""Masterpiece"" edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Bantam edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins (4:50 FROM PADDINGTON) and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
15020,34154,0.944792973651192,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead (FUNERALS ARE FATAL) editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Signet edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
59304,60423,0.9411764705882353,"this book was really hard to understand. Then again, I've never really been a big fan of the classics. But I got bored way too easily, and I honestly thought the last thirty or forty pages were the best part.","In all honesty, this book was really hard to understand. Then again, I've never really been a big fan of the classics. But I got bored way too easily, and I honestly thought the last thirty or forty pages were the best part."
29541,32186,0.9401709401709402,This book is amazing. Every time I read this book I can't put it down. Thank you to whoever made this book. I'm sooooooo grateful for it. Thx. <3,This book is amazing. Every time I read this book I can't put it down. Thank you to whoever made this book. I'm sooooooo grateful for it.Thx. <3
15020,15959,0.9390547263681592,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead (FUNERALS ARE FATAL) editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the ""Masterpiece"" edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
57406,58311,0.9385560675883257,"Having a dual form of dyslexia I did not learn to read until later in life. Thus I never read children's books while a child. Maybe that is why I read so many still today. I read this as part of a children's literature course in university.It is an interesting book, about friendship, commitment, compassion, change and death. As such it deals with a lot of the big questions of life in ways a child can grasp.For me the most moving part was when Wilber confessed to Charlotte that he did not like the thought of her as a blood sucker, towards the end of her life. Only true friends can be that open and honest.The book is a powerful tale of true friendship and how our close friends can transform not only us but those around us.","Having a dual form of dyslexia I did not learn to read until later in life. Thus I never read children's books while a child. Maybe that is why I read so many still today. I read this as part of a children's literature course in university.It is an interesting book, about friendship, commitment, compassion, change and death. As such it deals with a lot of the big questions of life in ways a child can grasp.For me the most moving part was when Wilber confessed to Charlotte that he did not like the thought of her as a blood sucker, towards the end of her life. Only true friends can be that open and honest.The book is a powerful tale of true friendship and how our close friends can transform not only us but those around us.(First written as Journal Reading Notes in 1999.)"
1261,61166,0.9326241134751773,"Great book! First in the series of three novels, all three are worth the read. I read all three in about two and half weeks. It might be interesting to read them in conjunction with Kuhn's Structures of Scientific Revolutions. Every ""Seldon Crisis"" brings about a ""new world"". Really fun stuff. Don't miss out!","Great book! Second in the series of three novels, all three are worth the read. I read all three in about two and half weeks. It might be interesting to read them in conjunction with Kuhn's Structures of Scientific Revolutions. Every ""Seldon Crisis"" brings about a ""new world"". Really fun stuff. Don't miss out!"
15020,51529,0.9261083743842364,"What ""improvements"" have been made for the Black Dog & Leventhal edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins and Dodd Mead (FUNERALS ARE FATAL) editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Bantam, and Berkley editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed.","What ""improvements"" have been made for the Bantam edition? There are already major differences in punctuation, word choices, and scene breaks between the original Collins (4:50 FROM PADDINGTON) and Dodd Mead editions of this novel. There are further differences between the Dodd Mead editions republished by Random House/Avenel and the Dodd Mead editions republished by Simon & Shuster/Pocket. There are further additions still in the Signet, Berkley, and Black Dog & Leventhal editions. For every publishing house putting out her works, there seem to be a new batch of editors altering Agatha Christie's words and the sound of her voice. What's the matter with these publishers? Whose voice do they think we want to hear when we sit down to a novel by Agatha Christie? And what will she sound like twenty years from now? It's frightening that her estate has failed to see the importance of guarding her words as she wrote them. Please tell me I'm not the only one here who senses that a crime has been committed."
82163,96961,0.9180790960451978,"A scientist events a formula that can bring out man's dual nature. His opposite number, in this case, is somewhat of super-powered wanton, who does whatever he likes. Free of the social restraint of his other half, he happily commits any crime that comes to mind as he feels like it.Eventually, investigators begin to suspect something, and a hunt is on.","A scientist invents a formula that can bring out man's dual nature. His opposite number, in this case, is somewhat of super-powered wanton, who does whatever he likes. Free of the social restraint of his other half, he happily commits any crime that comes to mind as he feels like it.Eventually, investigators begin to suspect something, and a hunt is on for who is behind it."
